include,done,symp,id,class,desc,species,species by,species syn,species syn by,species alt,POWO,IPNI,TPL,GBIF,TROP,EOL,WFO,NCBI,NCBI id,family,Wyk name,Amar name,Hu name,other name,plant part used,region of origin,country code,lat,lon,source,macroarea,area,native regions,no. of native regions,introduced regions,no. of introduced regions,total regions,spreadability,cultivation,color,usage,TCM,TCM DB,Ayurveda,taste/smell,heat,Major uses,Culinary,Medicinal,Köhler,Wyk,Hu,Words,Notes,Britannica,English,En alt,Plant name,Chinese WN,Chinese Wiki,Chinese simp.,FOC,Chinese,Ch transliteration,Ch literal,Ch alt,Arabic,Ar transliteration,Ar literal,Ar alt,Hungarian,Hu literal,Hu alt,Hu notes,Hindi,Hi transliteration,Hi literal,Hi alt ,Indonesian,Malay,Persian,pharmaceutical,pharma en,TCM name,ECMM,medicinal group,meridian,action,Hu zh,Hu en,Extra
out,,,monshood/wolf's bane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,Morinda Root,medicine,Dried root of Morinda officinalis How (Fam. Rubiaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,巴戟天,bājǐtiān,baa1 gik1 tin1 ,,,,,,,,,,,,,,,,,Morindae Officinalis Radix,,,,Yang-tonifying medicinal,"sweet, pungent; slightly warm","Kidney, Liver",,,
out,,,Motherwort Fruit,medicine,Dried ripe fruit of Leonurus japaonicus Houtt. (Fam. Labiatae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,茺蔚子,chōngwèizǐ,? wai3 zi2 ,,,,,,,,,,,,,,,,,Leonuri Fructus,,,,Blood-activating menstruation regulating medicinal,"pungent, bitter; slightly cold","Pericardium, Liver",,,
out,,,Motherwort Herb,medicine,Dried aerial part of Leonurus japaonicus Houtt. (Fam. Labiatae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,益母草,yìmǔcǎo,jik1 mou5 cou2 ,,,,,,,,,,,,,,,,,Leonuri Herba,,,,Blood-activating menstruation regulating medicinal,"pungent, bitter; slightly cold","Liver, Heart",,,
out,,,Mountain Spicy Fruit,medicine,Dried ripe fruit of Litsea cubeba (Lour.) Pers. (Fam. Lauraceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,蓽澄茄,bìchéngqié,bat1 cing4 ke2 ,,,,,,,,,,,,,,,,,Listeae Fructus,,,,Interior-warming medicinal,pungent; warm,"Spleen, Stomach, Kidney, Bladder",,,
out,,,Mulberry Fruit,medicine,Dried fruit-spike of Mori alba L. (Fam. Moraceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,桑椹,sāngshèn,song1 sam6 ,,,,,,,,,,,,,,,,,Mori Fructus,,,,Yin-tonifying medicinal,"sweet, sour; cold","Liver, Heart, Kidney",,,
out,,,Mulberry Leaf,medicine,Dried leaf of Morus alba L. (Fam. Moraceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,桑葉,sāngyè,song1 jip6 ,,,,,,,,,,,,,,,,,Mori Folium,,,,Wind-heat dispersing medicinal,"sweet, bitter; cold","Liver, Lung",,,
out,,,Mulberry Twig,medicine,Dried young branch of Morus alba L. (Fam. Moraceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,桑枝,sāngzhī,song1 zi1 ,,,,,,,,,,,,,,,,,Mori Ramulus,,,,Wind-dampness-dispelling and heat-clearing medicinal,slightly bitter; neutral,Liver,,,
out,,,Murraya Jasminorage,medicine,Dried leaf and young folifrrous branch of Murraya exiotica L. or Murraya paniculata (L.) Jack (Fam. Rutaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,九里香,jǐulǐxiāng,gau2 leoi5 hoeng1 ,,,,,,,,,,,,,,,,,Murrayae Folium et Cacumen,,,,Qi-regulating medicinal,"pungent, slightly bitter; warm; slightly toxic","Heart, Liver, Lung",,,
out,,,musk,aromatic,,"Animalia, from the musk deer Moschus moschiferus",L.,,,et al.,,,,,,,,,,Moschidae,,,,,gland; glandural secretion,NE. Asia; Siberia; Mongolia; Manchuria; Korea,,,,,,,x,x,x,x,,,,,,,,,,,,,,,no,,,,,musk,,musk deer,,,,,麝香,shè​xiāng,musk deer-fragrance,,مسك,misk,,,pézsma,,,,,,,,,,,,,,,,,,,,
out,,,Muskroot-like Semiaquilegia Root,medicine,Dried root tuber of Semiaquilegia adoxoides (DC.) Makino (Fam. Ranunculaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,天葵子,tiānkúizǐ,tin1 kwai4 zi2 ,,,,,,,,,,,,,,,,,Semiaquilegiae Radix,,,,Heat-clearing and detoxicating medicinal,"sweet, bitter; cold","Liver, Kidney",,,
out,,,mustard,,,Sinapis alba,L.,,,,,,,,,,,,,Brassicaceae,white mustard; yellow mustard; mustard ,,,,seed,Med,,,,van_wyk_culinary_2014,,,,1,,1,,,,,,,,,,,,,,III 18,,,,,,mustard,,,,,,,,,,,,,,,mustár…,,,,,,,,,,,,,,,,,,,,
out,,,myrtle,,,Myrtus communis,,,,,,,,,,,,,,Myrtaceae,myrtle; common myrtle,,,,leaf; fruit,Med,,,,van_wyk_culinary_2014,,,,,,1,,,,,,,,,,,,,,,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,Nacre,medicine,"Shell of fresh-water clams, Hyriopsis cumingii (Lea) and Cristaria plicata (Leach) (Fam. Unionidae) or Pteria martensii (Dunker) (Fam. Peteriidae)",,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,珍珠母,zhēnzhūmǔ,zan1 zyu1 mou5 ,,,,,,,,,,,,,,,,,Margaritifera Concha,,,,Liver-pacifying and wind-extinguishing medicinal,salty; cold,"Liver, Heart",,,
out,,,Nardostachys Rooty,medicine,Dried root and rhizome of Nardostachys chinensis Batal. or Nardostachys jatamansi DC. (Fam. Valerianaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,甘松,gānsōng,gam1 sung1 ,,,,,,,,,,,,,,,,,Nardostachyos Radix et Rhizoma,,,,Qi-regulating medicinal,"pungent, sweet; warm","Spleen, Stomach",,,
out,,,Natural Indigo,medicine,"Dried powder or mass prepared from the leaf or the stem and leaf of Baphicacanthus cusia (Nees) Bremek.、(Fam. Acanthaceae), Polygonum tinctorium Ait. (Fam. Polygonaceae) or Isatis indigotica Fort. (Fam. Cruciferae)",,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,青黛,qīngdài,cing1 ceng1 doi6 ,,,,,,,,,,,,,,,,,Naturalis Indigo,,,,Heat-clearing and detoxicating medicinal,salty; cold,Liver,,,
out,,,nigella,spice,,Nigella sativa,L.,,,,https://powo.science.kew.org/taxon/711687-1,,,,,,,,,Ranunculaceae,nigella; kalonji; black seed; black cumin*; black caraway; fennel flower,,,,seed,Med; As,,,,van_wyk_culinary_2014,,,"Bulgaria, Cyprus, Iran, Iraq, North Caucasus, Romania, Transcaucasus, Turkey, Turkmenistan",9,"Afghanistan, Algeria, Assam, Bangladesh, Central European Rus, Czechoslovakia, East Aegean Is., Egypt, Ethiopia, France, Greece, India, Italy, Kazakhstan, Kirgizstan, Krym, Libya, Morocco, Myanmar, Saudi Arabia, Somalia, Sudan, Tadzhikistan, Tunisia, Turkey-in-Europe, Ukraine, Uzbekistan, Yemen, Yugoslavia",29,,,,,,,,,,,,,,III 66,yes,,,,,nigella,,,,,,,,,,,,,,,kerti katicavirág; fekete kömény; fekete hagymamag; parasztbors,,,,,,,,,,,,,,,,,,,,
out,,,Nutgrass Galingale Rhizome,medicine,Dried rhizome of Cyperus rotundus L. (Fam. Cyperaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,香附,xiāngfù,hoeng1 fu6 ,,,,,,,,,,,,,,,,,Cyperi Rhizoma,,,,Qi-regulating medicinal,"pungent, slightly bitter, slightly sweet; neutral","Liver, Spleen, Triple energizers",,,
out,,,Obscured Homalomena Rhizome,medicine,Dried rhizome of Homalomena occulta (Lour.) Schott (Fam. Araceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,千年健,qiānniánjiàn,cin1 nin4 gin6 ,,,,,,,,,,,,,,,,,Homalomenae Rhizoma,,,,Wind-dampness-dispelling and strenghten tendon and bone medicinal,"bitter, pungent; warm","Liver, Kidney",,,
out,,,Officinal Magnolia Bark,medicine,"Dried stem bark, root bark or branch bark of Magnolia officinalis Rehd. et Wils. or Magnolia officinalis Rehd. et Wils. var. biloba Rehd. et Wils. (Fam. Magnoliaceae)",,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,厚樸,hòupú,hau5 pok3 ,,,,,,,,,,,,,,,,,Magnoliae Officinalis Cortex,,,,Dampness-resolving medicinal,"bitter, pungent; warm","Spleen, Stomach, Lung",,,
out,,,Officinal Magnolia Flower,medicine,Dried flower bud of Magnolia officinalis Rehd. et Wils. or Magnolia officinalis Rehd. et Wils. var. biloba Rehd. et Wils. (Fam. Magnoliaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,厚樸花,hòupúhuā,hau5 pok3 faa1 ,,,,,,,,,,,,,,,,,Magnoliae Officinalis Flos,,,,Qi-regulating medicinal,bitter; slightly warm,"Spleen, Stomach",,,
out,,,olive,other,,Olea europaea,L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,II 119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,onion powder?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,Ophicalcite,medicine,Serpentine marble of metamorphic group,,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,花蕊石,huārǔishí,faa1 jeoi5 sek6 ,,,,,,,,,,,,,,,,,Ophicalcitum,,,,Stasis-resolving hemostatic medicinal,"sour, astringent; neutral",Liver,,,
out,,,Orange Fruit,medicine,Dried ripe fruit of Citrus aurantium L. and its cultivated varieties (Fam. Rutaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,枳殼,zhīké,? hok3 ,,,,,,,,,,,,,,,,,Aurantii Fructus,,,,Qi-regulating medicinal,"bitter, pungent, sour; warm","Spleen, Stomach",,,
out,,,oregano,herb,,Origanum vulgare,,,,,,,,,,,,,,Lamiaceae,oregano; wild marjoram; pizza herb,,,,herb,Eur; C As,,,,van_wyk_culinary_2014,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,Oriental Water Plantain Rhizome,medicine,Dried tuber of Alisma orientalis (Sam.) Juzep. (Fam. Alismataceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,澤瀉,zéxiè,zaak6 se3 ,,,,,,,,,,,,,,,,,Alismatis Rhizoma,,,,Dampness-draining diuretic medicinal,sweet; cold,"Kidney, Bladder",,,
out,,,osmanthus,flower,,Osmanthus fragrans,Lour.,,,,https://powo.science.kew.org/taxon/610878-1,,,,,,,,,Oleaceae,sweet osmanthus flower; fragrant olive; sweet olive; tea olive,,,,flower,E As (China),,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,,,627,,,,sweet osmanthus,,,,sweet osmanthus,,,桂花,guìhuā,cassia-flower,木犀; 九里香? 166 Chennault 2006 ,,,,,,,,,सिलंग,silang,,,,,,,,,,,,,guihua,"sweet olive, osmanthus, guihua",
out,,,Oyster Shell,medicine,"Shell of Ostrea gigas Thunberg, Ostrea talienwhanensis Crosse or Ostrea rivularis Gould (Fam. Osteridae)",,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,牡蠣,mǔlì,mau5 lai6 ,,,,,,,,,,,,,,,,,Ostreae Concha,,,,Liver-pacifying and wind-extinguishing medicinal,salty; slightly cold,"Liver, Kidney, Gallbladder, Bladder",,,
out,,,Pagodatree Flower,medicine,Dried flower or flower bud of Sophora japonica L. (Fam. Leguminosae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,槐花,huáihuā,waai4 faa1 ,,,,,,,,,,,,,,,,,Sophorae Flos,,,,Blood-cooling hemostatic medicinal,bitter; slightly cold,"Liver, Large intestine",,,
out,,,Pale Butterflybush Flower,medicine,Dried flower bud and its inflorescence of Buddleja officinalis Maxim. (Fam. Loganiaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,密蒙花,mìménghuā,mat6 mung4 faa1 ,,,,,,,,,,,,,,,,,Buddlejae Flos,,,,Heat-clearing and fire-purging medicinal,sweet; slightly cold,Liver,,,
out,,,Palmleaf Raspberrry Fruit,medicine,Dried ripe fruit of Rubus chingii Hu (Fam. Rosaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,覆盆子,fùpénzǐ,fuk1 pun4 zi2 ,,,,,,,,,,,,,,,,,Rubi Fructus,,,,Astringent medicinal,"sweet, sour; warm","Kidney, Bladder",,,
out,,,Paniculate Bolbostemma,medicine,Dried tuber of Bolbostemma paniculatum (Maxim.) Franquet (Fam. Cucurbitaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,土貝母,tǔbèimǔ,tou2 bui3 mou5 ,,,,,,,,,,,,,,,,,Bolbostematis Rhizoma,,,,Heat-clearing and detoxicating medicinal,bitter; slightly cold,"Lung, Spleen",,,
out,,,Paniculate Swallowwort Root,medicine,Dried root and rhizome of Cymnanchum paniculatum (Bge.) Kitag. (Fam. Asclepiadaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,徐長卿,xúchángqīng,ceoi4 zoeng2 hing1 ,,,,,,,,,,,,,,,,,Cynanchi Paniculati Radix et Rhizoma,,,,Wind-dampness-dispelling and cold-dispersing medicinal,pungent; warm,"Liver, Stomach",,,
out,,,papaya seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,Papermulberry Fruit,medicine,Dried ripe fruit of Broussonetia papyrifera (L.) Vent. (Fam. Moraceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,楮實子,chǔshízǐ,? sat6 zi2 ,,,,,,,,,,,,,,,,,Broussonetiae Fructus,,,,Heat-clearing and fire-purging medicinal,sweet; cold,"Liver, Kidney",,,
out,,,Paris root,medicine,Dried rhizome of Paris polyphylla Smith var. yunnanensis (Franch.) Hand.-Mazz. or Paris polyphylla Smith var. chinensis (Franch.) Hara (Fam. Liliaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,重樓,zhònglóu,zung6 lau4 ,,,,,,,,,,,,,,,,,Paridis Rhizoma,,,,Heat-clearing and detoxicating medicinal,bitter; slightly cold; slightly toxic,Liver,,,
out,,,parsley,herb,,Petroselinum crispum,,,,,,,,,,,,,,Apiaceae/Umbelliferae ,parsley,,,,leaf,Eur; W As,,,,van_wyk_culinary_2014,,,,1,,1,,,,,,,,,,,,,,III 24,,,,,,,,,,,,,番芫荽,fānyánsuī,foreign-coriander,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,peanut,,,Arachis hypogaea,,,,,,,,,,,,,,Leguminosae,peanut; ground nut,,,,seed,S Am,,,,van_wyk_culinary_2014,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,"Pepperweed Seed, Tansymustard Seed",medicine,Dried ripe seed of Lepidium apetalum Willd. or Descurainia sophia (L.) Webb ex Prantl (Fam. Cruciferae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,葶藶子,tínglìzǐ,? ? zi2 ,,,,,,,,,,,,,,,,,"Lepidii Semen, Descurainiae Semen",,,,Cough-suppressing and panting-calming medicinal,"pungent, bitter; strongly cold","Lung, Bladder",,,
out,,,Perilla Fruit,medicine,Dried ripe fruit of Perilla frutescens (L.) Britt. (Fam. Labiatae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,紫蘇子,zǐsūzǐ,zi2 sou1 zi2 ,,,,,,,,,,,,,,,,,Perillae Fructus,,,,Cough-suppressing and panting-calming medicinal,pungent; warm,Lung,,,
out,,,Perilla leaf,medicine,Dried leaf (or bearing young branches) of Perilla frutescens (L.) Britt. (Fam. Labiatae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,紫蘇葉,zǐsūyè,zi2 sou1 jip6 ,,,,,,,,,,,,,,,,,Perillae Folium,,,,Wind-cold-dispersing medicinal,pungent; warm,"Spleen, Lung",,,
out,,,Perilla Stem,medicine,Dried stem of Perilla frutescens (L.) Britt. (Fam. Labiatae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,紫蘇梗,zǐsūgěng,zi2 sou1 gang2 ,,,,,,,,,,,,,,,,,Perillae Caulis,,,,Qi-regulating medicinal,pungent; warm,"Lung, Spleen",,,
out,,,Persimmon Calyx,medicine,Dried persistent calyx of Diospyros kaki Thunb. (Fam. Ebenaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,柿蒂,shìdì,ci5 dai3 ,,,,,,,,,,,,,,,,,Kaki Calyx,,,,Qi-regulating medicinal,"bitter, astringent; neutral",Stomach,,,
out,,,Pharbitis Seed,medicine,Dried ripe seed of Pharbitis nil (L.) Choisy or Pharbitis purpurea (L.) Voigt (Fam. Convolvulaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,牽牛子,qiānníuzǐ,hin1 ngau4 zi2 ,,,,,,,,,,,,,,,,,Pharbitidis Semen,,,,Drastic (purgative) water-expelling medicinal,bitter; cold; toxic,"Lung, Kidney, Large intestine",,,
out,,,Pilose Antler,medicine,Young unossified hairy antler of male Cervus nippon Temminck or Cervus elaphus Linnaeus (Fam. Cervidae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,鹿茸,lùróng,luk6 jung4 ,,,,,,,,,,,,,,,,,Cervi Pantotrichum Cornu,,,,Yang-tonifying medicinal,"sweet, salty; warm","Liver, Kidney",,,
out,,,Pinellia Tuber,medicine,Dried tuber of Pinellia ternata (Thunb.) Breit. (Fam. Araceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,半夏,bànxià,bun3 haa6 ,,,,,,,,,,,,,,,,,Pinelliae Rhizoma,,,,Phlegm resolving medicinal,pungent; warm; toxic,"Spleen, Lung, Stomach",,,
out,,,pink_pepper,spice,,Schinus molle,L.,,,S. terebinthifolius,https://powo.science.kew.org/taxon/71044-1,,http://www.theplantlist.org/tpl1.1/record/kew-2480199,,,,,,43851,Anacardiaceae,pink pepper; Peruvian pepper,,,,fruit,Peru,,,,van_wyk_culinary_2014,,,"Argentina Northeast, Brazil South, Chile North, Paraguay, Peru, Uruguay",6,"Algeria, Angola, Ascension, Botswana, California, Canary Is., Cape Provinces, Colombia, Cuba, Ecuador, El Salvador, Eritrea, Ethiopia, Florida, Free State, Greece, Guatemala, Guinea, Hawaii, Iraq, Italy, Libya, Madeira, Mexico Central, Mexico Northeast, Mexico Northwest, Mexico Southwest, Morocco, Northern Provinces, Pakistan, Palestine, Portugal, Puerto Rico, Sardegna, Senegal, Sicilia, Somalia, Spain, St.Helena, Texas, Tunisia, Yemen",42,,,?,pink; bright red,,,,,,,,,,,254,,,Christmas berry in Japanese;SAm. Reunion,https://en.wikipedia.org/wiki/Pink_peppercorn,pink peppercorn,,,,,粉红胡椒,,粉紅胡椒,fěnhóng hújiāo,pink-peppercorn,,فلفل وردي,fulful wardī,pink pepper,فلفل بيروفي the plant,rózsaszín bors,,,,,,,,,,,?,?,?,,,,,,,
out,,,Pipewort Flower,medicine,Dried capitulum with peduncle of Eriocaulon buergerianum Koern. (Fam. Eriocaulaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,穀精草,gǔjīngcǎo,guk1 zing1 cou2 ,,,,,,,,,,,,,,,,,Eriocauli Flos,,,,Heat-clearing and fire-purging medicinal,"pungent, sweet; neutral","Liver, Lung",,,
out,,,Plantain Seed,medicine,Dried ripe seed of Plantago asiatica L. or Plantago depressa Willd. (Fam. Plantaginaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,車前子,chēqiánzǐ,ce1 cin4 zi2 ,,,,,,,,,,,,,,,,,Plantaginis Semen,,,,Strangury-relieving diuretic medicinal,sweet; slightly cold,"Liver, Kidney, Lung, Small intestine",,,
out,,,Platycodon Root,medicine,Dried root of Platycodon grandiflorum (Jacq.) A. DC. (Fam. Campanulaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,桔梗,jiégěng,gat1 gang2 ,,,,,,,,,,,,,,,,,Platycodonis Radix,,,,Phlegm resolving medicinal,"pungent, bitter; neutral",Lung,,,
out,,,Plum Flower,medicine,Dried flower bud of Prunus mume (Sieb.) Sieb. et Zucc. (Fam. Rosaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,梅花,méihuā,mui4 faa1 ,,,,,,,,,,,,,,,,,Mume Flos,,,,Qi-regulating medicinal,"slightly sour, astringent; neutral","Liver, Stomach, Lung",,,
out,,,Pokeberry Root,medicine,Dried root of Phytolacca acinosa Roxb. or Phytolacca americana L. (Fam. Phytolaccaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,商陸,shānglù,soeng1 luk6 ,,,,,,,,,,,,,,,,,Phytolaccae Radix,,,,Drastic (purgative) water-expelling medicinal,bitter; cold; toxic,"Lung, Spleen, Kidney, Large intestine",,,
out,,,pomegranate seeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,,,poppy,,,Papaver somniferum,L.,,,,,,,,,,,,,Papaveraceae,opium poppy; poppy,,,,seed,Med; SW As,,,,van_wyk_culinary_2014,,,,,,,,,,,,,,,,,,,,I 37,,,,,,poppy seeds,,,,,,,,,,,,,,,mák,,,,,,,,,,,,,,,,,,,,
out,,,Prepared Common Monkshood Daughter Root,medicine,Processed daughter root of Aconitum carmichaeli Debx. (Fam. Ranunculaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,製附子,zhìfùzǐ,zai3 fu6 zi2 ,,,,,,,,,,,,,,,,,Aconiti Lateralis Praeparata Radix,,,,Interior-warming medicinal,"pungent, sweet; strongly hot; toxic","Heart, Kidney, Spleen",,,
out,,,Prepared Common Monkshood Mother Root,medicine,Processed mother root of Aconitum carmichaeli Debx. (Fam. Ranunculaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,製川烏,zhìchuānwū,zai3 cyun1 wu1 ,,,,,,,,,,,,,,,,,Aconiti Praeparata Radix,,,,Wind-dampness-dispelling and cold-dispersing medicinal,"pungent, bitter; hot; toxic","Heart, Liver, Kidney, Spleen",,,
out,,,Prepared Dried Ginger,medicine,Scald the dried Ginger with sand,,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,炮薑,pàojiāng,paau3 goeng1 ,,,,,,,,,,,,,,,,,Zingiberis Praeparatum Rhizoma,,,,Meridian-warming hemostatic medicinal,pungent; hot,"Spleen, Stomach, Kidney, Heart, Lung",,,
out,,,Prepared Fleeceflower Root,medicine,Dried prepared root of Polygonum multiflorum Thunb. (Fam. Polygonaceae),,,,,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,yes,polyu-tcm,,,,,,,,,,,,,,,,,,,,製何首烏,zhìhéshǒuwū,zai3 ho4 sau2 wu1 ,,,,,,,,,,,,,,,,,Polygoni Multiflori Praeparata Radix,,,,Blood-tonifying medicinal,"bitter, sweet, astringent; warm","Liver, Heart, Kidney",,,
